system,body,type,subType,temp,radius,absMagnitude,solMass,spectralClass,luminosity
Thuecheae RG-M a48-8,Thuecheae RG-M a48-8,Star,Y (Brown dwarf) Star,652,19.221664,0.09896850035945363,0.027344,Y0,V
Dryafou WM-K b54-0,Dryafou WM-K b54-0,Star,M (Red dwarf) Star,3349,8.392395,0.5773315312724658,0.414063,M2,Va
Pyroo Eohn AG-R c7-0,Pyroo Eohn AG-R c7-0 A,Star,M (Red dwarf) Star,3198,8.582611,0.5800475514018691,0.449219,M2,Va
Pyroo Eohn AG-R c7-0,Pyroo Eohn AG-R c7-0 B,Star,L (Brown dwarf) Star,1960,11.732849,0.3620910424155284,0.183594,L0,V
Thuechaea MS-K c11-6,Thuechaea MS-K c11-6 A,Star,K (Yellow-Orange) Star,5058,5.491562,0.9623412681524084,0.851563,K0,Va
Thuechaea MS-K c11-6,Thuechaea MS-K c11-6 B,Star,K (Yellow-Orange) Star,4682,6.234161,0.7978820647016535,0.617188,K3,Va
Dryooe Flyou HG-X b44-76,Dryooe Flyou HG-X b44-76 A,Star,M (Red dwarf) Star,2273,10.971649,0.3822326383896477,0.234375,M8,Va
Dryooe Flyou HG-X b44-76,Dryooe Flyou HG-X b44-76 B,Star,L (Brown dwarf) Star,1945,11.842453,0.3496093630481668,0.179688,L0,V
Dryooe Flyou HG-X b44-76,Dryooe Flyou HG-X b44-76 C,Star,L (Brown dwarf) Star,1831,12.249023,0.3271483997124371,0.148438,L2,V
Dryooe Flyou HG-X b44-76,Dryooe Flyou HG-X b44-76 D,Star,L (Brown dwarf) Star,1419,13.959412,0.24783323652048886,0.097656,L8,V
Hegoea ZF-S b19-1,Hegoea ZF-S b19-1 A,Star,T Tauri Star,1890,11.545105,0.42456049460819556,0.230469,TTS1,VI
Hegoea ZF-S b19-1,Hegoea ZF-S b19-1 B,Star,T Tauri Star,1224,14.521774,0.25711056793673615,0.101563,TTS1,VI
Scheau Phoe LO-H b42-0,Scheau Phoe LO-H b42-0,Star,M (Red dwarf) Star,2572,9.945465,0.4788207620416966,0.308594,M6,Va
Hegeia PU-M b34-4,Hegeia PU-M b34-4 A,Star,M (Red dwarf) Star,2293,10.838409,0.39935300647016536,0.222656,M8,Va
Hegeia PU-M b34-4,Hegeia PU-M b34-4 B,Star,T (Brown dwarf) Star,1147,15.390945,0.1962280258806614,0.085938,T2,V
Phua Aub EH-U e3-1858,Phua Aub EH-U e3-1858 A,Star,Black Hole,0,20,1.1432222631200576e-05,2.695313,None,VII
Phua Aub EH-U e3-1858,Phua Aub EH-U e3-1858 B,Star,Neutron Star,4505804,5.197311,1.5658698777857658e-05,0.789063,None,VII
Prae Flyi FR-K d9-251,Prae Flyi FR-K d9-251,Star,K (Yellow-Orange) Star,4473,6.336975,0.8337707433501078,0.707031,K4,Va
NGC 6124 Sector SJ-F b12-0,NGC 6124 Sector SJ-F b12-0 A,Star,M (Red dwarf) Star,2394,10.620361,0.40505981883537023,0.230469,M7,Va
NGC 6124 Sector SJ-F b12-0,NGC 6124 Sector SJ-F b12-0 B,Star,T (Brown dwarf) Star,999,16.296677,0.17047116606757728,0.0625,T5,V
Aucoks FT-Y a27-5,Aucoks FT-Y a27-5,Star,T (Brown dwarf) Star,1026,16.123276,0.17504881092739036,0.058594,T4,V
